Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	hORFeome V5.1 Identifier	hORFeome V5.1 Clone Description	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Comments
11057	25	C1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	473	Homo sapiens chemokine (C-X-C motif) receptor 4		7852	CXCR4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	26	C2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1048	Homo sapiens tropomodulin 3 (ubiquitous		29766	TMOD3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	27	C3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9997	Homo sapiens keratocan		11081	KERA				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	28	C4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5080	Homo sapiens agmatine ureohydrolase (agmatinase		79814	AGMAT				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	29	C5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7255	"Homo sapiens synapse associated protein 1, SAP47 homolog (Drosophila"		94056	SYAP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	30	C6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7915	Homo sapiens PDZ and LIM domain 2 (mystique		64236	PDLIM2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	31	C7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4254	"Homo sapiens branched chain aminotransferase 2, mitochondrial"		587	BCAT2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	32	C8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5636	Homo sapiens dynein 2 light intermediate chain		51626	DYNC2LI1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	33	C9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8037	Homo sapiens bradykinin receptor B1		623	BDKRB1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	34	C10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	494	"Homo sapiens hypothetical protein, estradiol-induced"		25987	TSKU				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	35	C11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9341	Homo sapiens dead end homolog 1 (zebrafish		373863	DND1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	36	C12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10247	"Homo sapiens glutamate receptor, ionotropic, kainate 2"		2898	GRIK2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	37	D1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	3945	"Homo sapiens receptor-associated protein of the synapse, 43kD, transcript variant 2"		5913	RAPSN				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	38	D2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8353	Homo sapiens c-fos induced growth factor (vascular endothelial growth factor D		2277	FIGF				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	39	D3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1195	"Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"		2770	GNAI1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	40	D4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8819	"Homo sapiens family with sequence similarity 29, member A"		54801	HAUS6				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	41	D5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1899	Homo sapiens chromosome 6 open reading frame 33		85315	PAQR8				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	42	D6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9382	Homo sapiens hypothetical protein MGC35097		200942	KLHDC8B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	43	D7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	6826	Homo sapiens DC12 protein		56941	C3orf37				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	44	D8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7286	Homo sapiens hypothetical protein BC012173		112970	KTI12				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	45	D9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4993	Homo sapiens reticulon 4 interacting protein 1		84816	RTN4IP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	46	D10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5882	Homo sapiens CD68 antigen		968	CD68				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	47	D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5975	Homo sapiens serologically defined colon cancer antigen 3		10807	SDCCAG3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	48	D12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8242	Homo sapiens hypothetical protein FLJ36888		126526	C19orf47				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	49	E1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9466	Homo sapiens chemokine (C-X3-C motif) receptor 1		1524	CX3CR1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	50	E2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2028	"Homo sapiens regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1, mRNA (cDNA clone MGC:33184 IMAGE:5269720), complete cds."		55213	RCBTB1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	51	E3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9286	"Homo sapiens cDNA clone IMAGE:5176960, **** WARNING: chimeric clone ****."			CCR3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	52	E4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7369	Homo sapiens hyperparathyroidism 2 (with jaw tumor		79577	CDC73				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	53	E5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5020	Homo sapiens cyclin M3		26505	CNNM3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	54	E6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2883	Homo sapiens carbohydrate sulfotransferase 10		9486	CHST10				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	55	E7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9655	Homo sapiens hypothetical protein FLJ14640		84902	CCDC123				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	56	E8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9949	Homo sapiens carboxypeptidase X (M14 family		56265	CPXM1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	57	E9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7180	Homo sapiens SERTA domain containing 4		56256	SERTAD4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	58	E10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4771	Homo sapiens HLA-B associated transcript 4		7918	BAT4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	59	E11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	590	Homo sapiens hypothetical protein FLJ20635		55007	FAM118A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	60	E12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10060	Homo sapiens similar to hypothetical protein FLJ10883		115294	PCMTD1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	61	F1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5854	Homo sapiens sorbitol dehydrogenase		6652	SORD				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	62	F2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9861	Homo sapiens hypothetical protein FLJ25410		124404	SEPT12				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	63	F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9559	Homo sapiens mab-21-like 1 (C. elegans		4081	MAB21L1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	64	F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1911	"Homo sapiens pleckstrin homology, Sec7 and coiled-coil domains, binding protein"		9595	CYTIP				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	65	F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2144	"Homo sapiens fucosyltransferase 9 (alpha (1,3) fucosyltransferase"		10690	FUT9				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	66	F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8417	Homo sapiens CD72 antigen		971	CD72				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	67	F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9423	Homo sapiens chondroadherin		1101	CHAD				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	68	F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10202	"Homo sapiens cDNA clone IMAGE:5760478, partial cds."							DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	69	F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4763	Homo sapiens Fc receptor homolog expressed in B cells		84824	FCRLA				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	70	F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7252	"Homo sapiens arrestin 3, retinal (X-arrestin"		407	ARR3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	71	F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4084	"Homo sapiens peroxisomal D3,D2-enoyl-CoA isomerase"		10455	PECI				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	72	F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4091	Homo sapiens tropomodulin 1		7111	TMOD1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	73	G1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4213	Homo sapiens hypothetical protein similar to RNA-binding protein lark		83759	RBM4B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	74	G2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4582	Homo sapiens HMBA-inducible		10614	HEXIM1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	75	G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5994	Homo sapiens N-acetylneuraminic acid synthase (sialic acid synthase		54187	NANS				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	76	G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	72	"Homo sapiens protein phosphatase 1, regulatory subunit 7"		5510	PPP1R7				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	77	G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1064	"Homo sapiens GA binding protein transcription factor, beta subunit 2, 47kDa, transcript variant gamma-1"		2553	GABPB1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	78	G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8416	"Homo sapiens doublecortex; lissencephaly, X-linked (doublecortin), transcript variant 3"		1641	DCX				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	79	G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9327	Homo sapiens wingless-type MMTV integration site family member 2		7472	WNT2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	80	G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	100	"Homo sapiens cyclin D-type binding-protein 1, transcript variant 1"		23582	CCNDBP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	81	G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	632	Homo sapiens sec13-like protein		81929	SEH1L				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	82	G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2848	Homo sapiens hypothetical protein FLJ11029		55771	PRR11				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	83	G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2321	"Homo sapiens blood vessel epicardial substance, transcript variant B"		11149	BVES				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	84	G12																annotation not available
11057	85	H1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9663	Homo sapiens serologically defined colon cancer antigen 8		10806	SDCCAG8				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	86	H2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10160	"Homo sapiens interleukin 8 receptor, beta"		3579	CXCR2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	87	H3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4588	Homo sapiens chromosome 5 open reading frame 14		79770	TXNDC15				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	88	H4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4050	"Homo sapiens RNA, U transporter 1"		10073	SNUPN				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	89	H5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	514	Homo sapiens chromosome 19 open reading frame 27		81926	FAM108A1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	90	H6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	779	"Homo sapiens TEA domain family member 4, mRNA (cDNA clone MGC:9014 IMAGE:3913870), complete cds."		7004	TEAD4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	91	H7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	3036	"Homo sapiens solute carrier family 29 (nucleoside transporters), member 2"		3177	SLC29A2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	92	H8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4144	"Homo sapiens peroxisome proliferative activated receptor, delta, transcript variant 2"		5467	PPARD				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	93	H9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	979	"Homo sapiens major histocompatibility complex, class I, B"		3106	HLA-B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	94	H10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4904	"Homo sapiens zinc finger, CCHC domain containing 2, mRNA (cDNA clone IMAGE:4079754), complete cds."			ZCCHC2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	95	H11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	491	Homo sapiens PP3111 protein		64118	DUS1L				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11057	96	H12																annotation not available
11058	1	A1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1965	Homo sapiens zinc finger protein 439		90594	ZNF439				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	2	A2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4768	Homo sapiens adenosine deaminase		100	ADA				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	3	A3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7058	Homo sapiens RAD23 homolog A (S. cerevisiae		5886	RAD23A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	4	A4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	3863	Homo sapiens chromosome 14 open reading frame 94		54930	HAUS4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	5	A5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5979	"Homo sapiens replication factor C (activator 1) 4, 37kDa, transcript variant 1"		5984	RFC4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	6	A6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2084	"Homo sapiens endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2, transcript variant 2"		1902	LPAR1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	7	A7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8041	"Homo sapiens peroxisomal D3,D2-enoyl-CoA isomerase"		10455	PECI				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	8	A8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8266	"Homo sapiens mitogen-activated protein kinase 11, transcript variant 1"		5600	MAPK11				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	9	A9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9996	Homo sapiens RNA binding motif protein 4		5936	RBM4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	10	A10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7311	"Homo sapiens solute carrier family 39 (zinc transporter), member 13"		91252	SLC39A13				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	11	A11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	3548	"Homo sapiens zinc finger, DHHC domain containing 9"		51114	ZDHHC9				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	12	A12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	3916	Homo sapiens transcription factor-like 1		6944	VPS72				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	13	B1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4487	Homo sapiens DKFZP434C245 protein		25886	POC1A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	14	B2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2789	"Homo sapiens major histocompatibility complex, class I, A"		3105	HLA-A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	15	B3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1309	Homo sapiens hypothetical protein MGC26963		166929	SGMS2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	16	B4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2613	"Homo sapiens sulfotransferase family, cytosolic, 2B, member 1, transcript variant 2"		6820	SULT2B1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	17	B5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4480	Homo sapiens SH3-domain GRB2-like endophilin B1		51100	SH3GLB1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	18	B6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4871	Homo sapiens tuftelin 1		7286	TUFT1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	19	B7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8074	Homo sapiens actin like protein		81569	ACTL8				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	20	B8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8796	Homo sapiens formyltetrahydrofolate synthetase domain containing 1		25902	MTHFD1L				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	21	B9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10047	Homo sapiens ubiquitin specific protease 46		64854	USP46				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	22	B10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10132	"Homo sapiens endometrial bleeding associated factor (left-right determination, factor A; transforming growth factor beta superfamily"		7044	LEFTY2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	23	B11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4335	"Homo sapiens major histocompatibility complex, class I, C"		3107	HLA-C				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	24	B12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4636	"Homo sapiens TAR (HIV) RNA binding protein 2, transcript variant 1"		6895	TARBP2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	25	C1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4913	Homo sapiens hypothetical protein FLJ10439		54663	WDR74				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	26	C2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4942	"Homo sapiens inhibin, alpha"		3623	INHA				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	27	C3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4982	"Homo sapiens ABI gene family, member 3"		51225	ABI3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	28	C4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	7173	Homo sapiens WD repeat domain 31		114987	WDR31				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	29	C5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2784	Homo sapiens ganglioside-induced differentiation-associated protein 1-like 1		78997	GDAP1L1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	30	C6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1475	Homo sapiens hypothetical protein MGC26594		403314	APOBEC4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	31	C7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2115	Homo sapiens DMRT-like family C2		63946	DMRTC2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	32	C8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2193	"Homo sapiens zinc finger, DHHC domain containing 2"		51201	ZDHHC2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	33	C9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	10048	Homo sapiens NHL repeat containing 2		374354	NHLRC2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	34	C10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9081	Homo sapiens oxysterol binding protein-like 11		114885	OSBPL11				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	35	C11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	5988	Homo sapiens developmentally regulated GTP binding protein 1		4733	DRG1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	36	C12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1845	Homo sapiens SH3-domain GRB2-like 1		6455	SH3GL1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	37	D1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8468	Homo sapiens KIAA0483 protein		23219	FBXO28				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	38	D2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9205	Homo sapiens Cdk5 and Abl enzyme substrate 1		91768	CABLES1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	39	D3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9329	Homo sapiens chemokine (C-X-C motif) receptor 3		2833	CXCR3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	40	D4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4215	Homo sapiens biglycan		633	BGN				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	41	D5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	8086	Homo sapiens somatostatin receptor 2		6752	SSTR2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	42	D6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1135	Homo sapiens translocation associated membrane protein 1-like 1		133022	TRAM1L1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	43	D7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	2025	"Homo sapiens phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1"		11191	PTENP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	44	D8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	4278	"Homo sapiens hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"		80270	HSD3B7				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	45	D9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	968	"Homo sapiens phosphoserine aminotransferase 1, transcript variant 1"		29968	PSAT1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	46	D10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	9377	Homo sapiens opiate receptor-like 1		4987	OPRL1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
11058	47	D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	1441	Homo sapiens G protein-coupled receptor 85		54329	GPR85				DAPI:nuclei;TRITC:HA_Flag tagged protein	
